full_name,age,country,rating,club,foot,position,value,wage,reputation
M. Hamšík,32,Slovakia,81,Dalian YiFang FC,Right,CM,20000000,25000,3
L. Fabiański,35,Poland,81,West Ham United,Right,GK,2900000,26000,2
A. Consigli,33,Italy,81,Sassuolo,Right,GK,8500000,32000,2
F. Ribéry,37,France,81,Fiorentina,Right,CAM,9000000,54000,4
H. Herrera,30,Mexico,81,Atlético Madrid,Right,CM,24500000,63000,3
A. Gignac,34,France,81,Tigres U.A.N.L.,Right,ST,12500000,66000,3
Pepe,37,Portugal,81,FC Porto,Right,CB,4600000,13000,4
Iniesta,36,Spain,81,Vissel Kobe,Right,CAM,8000000,12000,4
S. Mandíquez,31,Ecuador,80,,Right,ST,0,0,2
J. Sildero,28,Uruguay,80,,Right,CAM,0,0,1
E. Schetino,28,Uruguay,80,,Right,CB,0,0,1
M. Nérez,32,Uruguay,80,,Left,LB,0,0,1
L. Dálves,28,Uruguay,80,,Right,ST,0,0,1
S. Ardero,32,Uruguay,80,,Left,CAM,0,0,1
M. Baldona,36,Uruguay,80,,Right,CDM,0,0,1
J. Frendado,36,Uruguay,80,,Right,CB,0,0,1
J. Serendero,32,Uruguay,80,,Right,GK,0,0,1
V. Tsygankov,22,Ukraine,80,Dynamo Kyiv,Left,CAM,34000000,1000,1
N. Vlašić,22,Croatia,80,PFC CSKA Moscow,Right,CAM,34000000,47000,1
Éder Militão,22,Brazil,80,Real Madrid,Right,CB,40000000,115000,1
M. Gómez,23,Uruguay,80,Valencia CF,Right,ST,32000000,40000,1
Vinícius Jr.,19,Brazil,80,Real Madrid,Right,RM,50000000,95000,2
David Neres,23,Brazil,80,Ajax,Left,CAM,32000000,21000,3
T. Ndombele,23,France,80,Tottenham Hotspur,Right,CAM,42000000,82000,1
D. Henderson,23,England,80,Manchester United,Right,GK,36000000,70000,1
M. Mount,21,England,80,Chelsea,Right,CAM,43000000,70000,1
M. Arambarri,24,Uruguay,80,Getafe CF,Right,CDM,29000000,28000,1
T. Hernández,22,France,80,Milan,Left,LB,30000000,37000,1
L. Jović,22,Serbia,80,Real Madrid,Right,ST,33000000,140000,1
C. Nkunku,22,France,80,RB Leipzig,Right,CAM,34000000,51000,1
C. Söyüncü,24,Turkey,80,Leicester City,Right,CB,29000000,69000,1
Unai Simón,23,Spain,80,Athletic Club de Bilbao,Right,GK,27000000,18000,1
Tony Abranjes,32,Brazil,80,Palmeiras,Right,CB,13500000,43000,1
Laure Santeiro,20,Brazil,80,Fluminense,Left,CAM,24000000,23000,1
Héniton Pires,24,Brazil,80,Flamengo,Right,GK,18000000,28000,1
Maikel Catarino,24,Brazil,80,Atlético Mineiro,Right,RB,22000000,34000,1
L. Bailey,22,Jamaica,80,Bayer 04 Leverkusen,Left,CAM,32500000,59000,1
Mario Hermoso,25,Spain,80,Atlético Madrid,Left,CB,25000000,51000,1
D. Upamecano,21,France,80,RB Leipzig,Right,CB,44500000,38000,1
M. Thuram,22,France,80,Borussia Mönchengladbach,Right,ST,34000000,43000,1
Yeray,25,Spain,80,Athletic Club de Bilbao,Right,CB,25000000,26000,2
O. Zinchenko,23,Ukraine,80,Manchester City,Left,CM,29500000,95000,1
Álex Remiro,25,Spain,80,Real Sociedad,Right,GK,21500000,25000,1
Gelson Martins,25,Portugal,80,AS Monaco,Right,RM,28000000,56000,3
N. Mukiele,22,France,80,RB Leipzig,Right,CB,40500000,46000,1
Diogo Jota,23,Portugal,80,Liverpool,Right,CAM,33500000,90000,2
N. Barella,23,Italy,80,Inter,Right,CM,42000000,86000,2
V. Rongier,25,France,80,Olympique de Marseille,Right,CM,27500000,45000,2
S. Lainer,27,Austria,80,Borussia Mönchengladbach,Right,RB,20500000,41000,1
Dani Ceballos,23,Spain,80,Arsenal,Right,CM,31500000,125000,2
L. Klostermann,24,Germany,80,RB Leipzig,Right,CB,29000000,46000,1
H. Lozano,24,Mexico,80,Napoli,Right,CAM,29000000,66000,3
V. Lindelöf,25,Sweden,80,Manchester United,Right,CDM,26500000,100000,2
D. Calvert-Lewin,23,England,80,Everton,Right,ST,33500000,84000,1
Angeliño,23,Spain,80,RB Leipzig,Left,CM,29500000,95000,2
M. Vecino,28,Uruguay,80,Inter,Right,CDM,18500000,95000,2
C. Tolisso,25,France,80,FC Bayern München,Right,CM,27500000,74000,2
A. Saint-Maximin,23,France,80,Newcastle United,Right,CAM,33500000,43000,2
J. Musso,26,Argentina,80,Udinese,Right,GK,21000000,17000,1
F. Armani,33,Argentina,80,River Plate,Right,GK,7000000,17000,1
P. Højbjerg,24,Denmark,80,Tottenham Hotspur,Right,CDM,27500000,74000,2
João Mário,27,Portugal,80,Sporting CP,Right,CM,24000000,100000,3
F. Bernardeschi,26,Italy,80,Juventus,Left,CAM,26000000,81000,2
K. Demirbay,26,Germany,80,Bayer 04 Leverkusen,Left,CAM,24500000,68000,2
M. Dembélé,23,France,80,Olympique Lyonnais,Right,ST,30500000,67000,1
D. Rugani,25,Italy,80,Stade Rennais FC,Right,CB,25000000,47000,2
Rubén Peña,28,Spain,80,Villarreal CF,Right,RB,19000000,37000,1
D. Berardi,25,Italy,80,Sassuolo,Left,CAM,25000000,39000,2
Otávio,25,Brazil,80,FC Porto,Right,CAM,28000000,17000,1
P. Zieliński,26,Poland,80,Napoli,Right,CAM,27500000,69000,3
Lucas Vázquez,29,Spain,80,Real Madrid,Right,RW,20500000,165000,2
A. Belotti,26,Italy,80,Torino,Right,ST,28000000,57000,3
A. Januzaj,25,Belgium,80,Real Sociedad,Left,CAM,28000000,37000,1
William Carvalho,28,Portugal,80,Real Betis,Right,CDM,18500000,29000,3
J. Grealish,24,England,80,Aston Villa,Right,CAM,29000000,65000,1
A. Plea,27,France,80,Borussia Mönchengladbach,Right,ST,24500000,49000,2
B. Davies,27,Wales,80,Tottenham Hotspur,Left,LB,22000000,86000,2
Iñigo Martínez,29,Spain,80,Athletic Club de Bilbao,Left,CB,19500000,29000,2
K. Zouma,25,France,80,Chelsea,Right,CB,25000000,82000,2
S. Vrsaljko,28,Croatia,80,Atlético Madrid,Right,RB,19000000,56000,2
D. Suárez,32,Uruguay,80,Getafe CF,Right,RB,14500000,32000,1
Héctor Bellerín,25,Spain,80,Arsenal,Right,RB,29000000,77000,3
P. Kadeřábek,28,Czech Republic,80,TSG 1899 Hoffenheim,Right,RWB,19000000,41000,2
J. Stones,26,England,80,Manchester City,Right,CB,24500000,110000,2
W. Boly,29,France,80,Wolverhampton Wanderers,Right,CB,17500000,84000,1
J. Tarkowski,27,England,80,Burnley,Right,CB,21000000,59000,1
J. Roussillon,27,France,80,VfL Wolfsburg,Left,LB,22000000,49000,2
Deulofeu,26,Spain,80,Udinese,Right,RW,25000000,25000,3
J. Draxler,26,Germany,80,Paris Saint-Germain,Right,CAM,25000000,83000,3
M. Hinteregger,27,Austria,80,Eintracht Frankfurt,Left,CB,22500000,33000,2
B. Lecomte,29,France,80,AS Monaco,Left,GK,16000000,46000,2
Nacho Fernández,30,Spain,80,Real Madrid,Right,CB,17500000,135000,2
N. Schulz,27,Germany,80,Borussia Dortmund,Left,LB,22000000,57000,1
Campaña,27,Spain,80,Levante UD,Right,CM,24000000,31000,1
G. Xhaka,27,Switzerland,80,Arsenal,Left,CDM,21500000,81000,3
M. Ryan,28,Australia,80,Brighton & Hove Albion,Right,GK,18000000,53000,1
C. Bakambu,29,DR Congo,80,Beijing Sinobo Guoan FC,Right,ST,21000000,30000,2
Bartra,29,Spain,80,Real Betis,Right,CB,17500000,29000,3
S. Aurier,27,Ivory Coast,80,Tottenham Hotspur,Right,RB,20500000,86000,2
G. Krychowiak,30,Poland,80,Lokomotiv Moscow,Right,CDM,17500000,53000,3
E. Pérez,34,Argentina,80,River Plate,Right,CDM,7000000,21000,2
D. Ings,27,England,80,Southampton,Right,ST,23000000,70000,1
Willian José,28,Brazil,80,Real Sociedad,Right,ST,21500000,40000,2
André Almeida,29,Portugal,80,SL Benfica,Right,RB,18500000,17000,2
H. Mkhitaryan,31,Armenia,80,Roma,Right,RM,17500000,28000,3
Mario Gaspar,29,Spain,80,Villarreal CF,Right,RB,18500000,37000,2
Escudero,30,Spain,80,Sevilla FC,Left,LB,18000000,31000,1
Marcos Alonso,29,Spain,80,Chelsea,Left,LB,18500000,90000,2
Ricardo Goulart,29,China PR,80,Hebei China Fortune FC,Right,CF,21000000,35000,2
N. Matić,31,Serbia,80,Manchester United,Left,CDM,15000000,105000,3
B. André,29,France,80,LOSC Lille,Right,CDM,18000000,42000,2
Illarramendi,30,Spain,80,Real Sociedad,Right,CDM,17500000,32000,2
A. Ljajić,28,Serbia,80,Beşiktaş JK,Right,CAM,21000000,78000,2
L. de Jong,29,Netherlands,80,Sevilla FC,Right,ST,21000000,38000,2
Guaita,33,Spain,80,Crystal Palace,Right,GK,7000000,48000,2
Pedro,32,Spain,80,Roma,Right,RW,16500000,30000,3
Hulk,33,Brazil,80,Shanghai SIPG FC,Left,LW,13000000,20000,4
F. Coquelin,29,France,80,Villarreal CF,Right,CDM,20500000,41000,2
G. Bonaventura,30,Italy,80,Fiorentina,Right,CM,20000000,61000,3
N. Nkoulou,30,Cameroon,80,Torino,Right,CB,17500000,48000,3
L. Stindl,31,Germany,80,Borussia Mönchengladbach,Right,CAM,17500000,45000,2
Luiz Gustavo,32,Brazil,80,Fenerbahçe SK,Left,CDM,14000000,68000,3
Giuliano,30,Brazil,80,Medipol Başakşehir FK,Right,CAM,20500000,46000,2
A. Sánchez,31,Chile,80,Inter,Right,LW,17500000,105000,4
S. Giovinco,33,Italy,80,Al Hilal,Right,CAM,13000000,49000,2
David Luiz,33,Brazil,80,Arsenal,Right,CB,10000000,81000,4
Diego Costa,31,Spain,80,Atlético Madrid,Right,ST,18000000,63000,4
S. Kjær,31,Denmark,80,Milan,Right,CB,14500000,43000,3
B. Ivanović,36,Serbia,80,West Bromwich Albion,Right,CB,3800000,61000,3
Adán,33,Spain,80,Sporting CP,Left,GK,7000000,13000,2
Nacho Monreal,34,Spain,80,Real Sociedad,Left,LB,7500000,32000,2
L. Piszczek,35,Poland,80,Borussia Dortmund,Right,CB,5500000,41000,3
S. Romero,33,Argentina,80,Manchester United,Right,GK,7000000,86000,3
D. Wass,31,Denmark,80,Valencia CF,Right,RB,15500000,38000,2
Raúl García,33,Spain,80,Athletic Club de Bilbao,Right,CM,13500000,33000,2
E. Lamela,28,Argentina,80,Tottenham Hotspur,Left,RM,21000000,100000,2
J. Evans,32,Northern Ireland,80,Leicester City,Right,CB,13500000,81000,2
Miranda,35,Brazil,80,Jiangsu Suning FC,Right,CB,5500000,18000,3
S. Ruffier,33,France,80,AS Saint-Étienne,Right,GK,7000000,30000,3
Falcao,34,Colombia,80,Galatasaray SK,Right,ST,10500000,81000,3
M. Dembélé,32,Belgium,80,Guangzhou R&F FC,Left,CM,16500000,22000,3
F. Quagliarella,37,Italy,80,Sampdoria,Right,CF,7000000,22000,2
B. Gomis,34,France,80,Al Hilal,Right,ST,10500000,53000,3
I. Akinfeev,34,Russia,80,PFC CSKA Moscow,Right,GK,3600000,40000,3
Nani,33,Portugal,80,Orlando City SC,Right,LW,13000000,13000,3
J. Milner,34,England,80,Liverpool,Right,CDM,9500000,95000,2
Joaquín,38,Spain,80,Real Betis,Right,CAM,7000000,22000,2
A. Robben,36,Netherlands,80,FC Groningen,Left,CAM,7000000,12000,3
Antony,20,Brazil,79,Ajax,Left,CAM,38500000,17000,1
L. Sáreda,28,Uruguay,79,,Right,GK,0,0,1
E. Riquero,32,Uruguay,79,,Right,CDM,0,0,1
R. Di Leonardo,24,Uruguay,79,,Right,RB,0,0,1
E. Guichón,32,Uruguay,79,,Left,LB,0,0,1
Vinícius,25,Brazil,79,Tottenham Hotspur,Left,ST,26000000,18000,1
Dani Olmo,22,Spain,79,RB Leipzig,Right,CAM,39500000,48000,1
Rodrygo,19,Brazil,79,Real Madrid,Right,RM,38000000,90000,1
Júnior Moraes,33,Ukraine,79,Shakhtar Donetsk,Right,ST,11000000,1000,1
P. Rajković,24,Serbia,79,Stade de Reims,Right,GK,21500000,20000,1
J. Koundé,21,France,79,Sevilla FC,Right,CB,33000000,21000,1
Junior Firpo,23,Spain,79,FC Barcelona,Left,LB,26000000,110000,1
Y. Atal,24,Algeria,79,OGC Nice,Right,RM,26000000,32000,1
N. Maksimović,25,Serbia,79,Getafe CF,Right,CDM,23500000,29000,1
D. Zagadou,21,France,79,Borussia Dortmund,Left,CB,33000000,38000,1
P. Estupiñán,22,Ecuador,79,Villarreal CF,Left,LB,34000000,29000,1
P. Foden,20,England,79,Manchester City,Left,CAM,38500000,86000,1
E. Bardhi,24,North Macedonia,79,Levante UD,Right,CAM,24000000,26000,1
S. McTominay,23,Scotland,79,Manchester United,Right,CM,24500000,86000,1
B. Kamara,20,France,79,Olympique de Marseille,Right,CDM,24000000,29000,1
F. Neuhaus,23,Germany,79,Borussia Mönchengladbach,Right,CAM,35000000,37000,1
H. Barnes,22,England,79,Leicester City,Right,CAM,28000000,80000,1
E. Mendy,28,Senegal,79,Chelsea,Right,GK,15000000,70000,1
J. Ikoné,22,France,79,LOSC Lille,Left,CAM,35500000,36000,1
D. Rice,21,England,79,West Ham United,Right,CDM,33500000,31000,1
Carlos Soler,23,Spain,79,Valencia CF,Right,CAM,26500000,34000,1
Odriozola,24,Spain,79,Real Madrid,Right,RB,22000000,110000,1
Zubeldia,23,Spain,79,Real Sociedad,Right,CDM,24500000,26000,1
A. Isak,20,Sweden,79,Real Sociedad,Right,ST,35000000,28000,1
D. Dumfries,24,Netherlands,79,PSV,Right,CB,23500000,18000,2
V. Osimhen,21,Nigeria,79,Napoli,Right,ST,39500000,54000,1
R. Malinovskyi,27,Ukraine,79,Atalanta,Left,CM,20000000,58000,1
Luimo Boas Santos,20,Brazil,79,Santos,Right,CF,20000000,27000,1
Gabri Prestão,28,Brazil,79,Internacional,Right,GK,12500000,26000,1
Melvin Parrela,20,Brazil,79,Coritiba,Right,CB,17500000,19000,1
Everton Andrão,24,Brazil,79,Fluminense,Right,CDM,18000000,23000,1
Adnan Vidual,28,Brazil,79,Palmeiras,Right,RB,16000000,42000,1
Ronaldo Esler,20,Brazil,79,Atlético Mineiro,Left,LB,18000000,27000,1
M. Rashica,24,Kosovo,79,SV Werder Bremen,Right,CAM,28000000,32000,1
André Silva,24,Portugal,79,Eintracht Frankfurt,Right,ST,27000000,32000,2
K. Dolberg,22,Denmark,79,OGC Nice,Right,ST,26000000,39000,2
E. Ávila,26,Argentina,79,CA Osasuna,Left,ST,23000000,40000,1
L. Pellegrini,24,Italy,79,Roma,Right,CAM,26500000,23000,2
S. Berge,22,Norway,79,Sheffield United,Right,CDM,33500000,34000,1
M. Marega,29,Mali,79,FC Porto,Right,ST,17500000,19000,2
R. Bentancur,23,Uruguay,79,Juventus,Right,CM,27500000,67000,1
Pablo Fornals,24,Spain,79,West Ham United,Right,CAM,25000000,41000,2
A. Golovin,24,Russia,79,AS Monaco,Right,RM,25000000,48000,1
E. Bailly,26,Ivory Coast,79,Manchester United,Right,CB,20500000,100000,2
D. Ćaleta-Car,23,Croatia,79,Olympique de Marseille,Right,CB,25000000,35000,1
Joan Jordán,25,Spain,79,Sevilla FC,Right,CM,23000000,30000,1
C. Pavón,24,Argentina,79,LA Galaxy,Right,CAM,27500000,21000,1
R. Bensebaini,25,Algeria,79,Borussia Mönchengladbach,Left,CB,21500000,37000,2
Borja Iglesias,27,Spain,79,Real Betis,Right,ST,20500000,31000,1
Mata,31,Spain,79,Getafe CF,Right,ST,15000000,36000,1
H. Winks,24,England,79,Tottenham Hotspur,Right,CM,24500000,70000,1
J. Weigl,24,Germany,79,SL Benfica,Right,CDM,21500000,13000,2
Munir,24,Spain,79,Sevilla FC,Left,ST,27000000,30000,2
J. Denayer,25,Belgium,79,Olympique Lyonnais,Right,CB,22000000,57000,1
Zaldúa,28,Spain,79,Real Sociedad,Right,RB,16000000,32000,1
A. Rebić,26,Croatia,79,Milan,Right,ST,21000000,48000,1
T. Bakayoko,25,France,79,Napoli,Right,CDM,20000000,77000,2
B. Santamaria,25,France,79,SC Freiburg,Right,CDM,21000000,27000,1
H. Traoré,28,Mali,79,Stade Rennais FC,Right,RB,16000000,49000,1
Paulinho,27,Portugal,79,SC Braga,Left,ST,20500000,20000,1
Morales,32,Spain,79,Levante UD,Right,ST,14000000,32000,2
Dani García,30,Spain,79,Athletic Club de Bilbao,Right,CDM,17000000,29000,2
A. Izzo,28,Italy,79,Torino,Right,CB,17500000,47000,1
Ayoze Pérez,26,Spain,79,Leicester City,Right,RW,19000000,90000,1
M. Casco,32,Argentina,79,River Plate,Right,RM,12000000,20000,1
D. Benedetto,30,Argentina,79,Olympique de Marseille,Right,ST,17000000,48000,2
W. Barrios,26,Colombia,79,,Right,CDM,0,0,1
A. Miranchuk,24,Russia,79,Atalanta,Left,CAM,26500000,50000,1
F. Fabra,29,Colombia,79,Boca Juniors,Left,LB,15500000,21000,1
Adama Traoré,24,Spain,79,Wolverhampton Wanderers,Right,RM,27500000,80000,1
A. Hamdallah,29,Morocco,79,Al Nassr,Right,ST,17500000,52000,1
A. Christensen,24,Denmark,79,Chelsea,Right,CB,24000000,70000,2
Ricardo Horta,25,Portugal,79,SC Braga,Right,CAM,21000000,20000,1
J. Tah,24,Germany,79,Bayer 04 Leverkusen,Right,CB,24000000,50000,2
José Sá,27,Portugal,79,Olympiacos CFP,Right,GK,16000000,1000,1
P. Max,26,Germany,79,PSV,Left,LB,19000000,20000,1
André Gomes,26,Portugal,79,Everton,Right,CM,20500000,83000,3
P. Gollini,25,Italy,79,Atalanta,Right,GK,19000000,40000,1
V. Lazaro,24,Austria,79,Borussia Mönchengladbach,Right,RM,25000000,81000,1
Rubén García,26,Spain,79,CA Osasuna,Left,LM,19000000,37000,1
M. Sanson,25,France,79,Olympique de Marseille,Right,CM,23000000,42000,2
Emerson,25,Italy,79,Chelsea,Left,LWB,21500000,77000,2
K. Mbabu,25,Switzerland,79,VfL Wolfsburg,Right,RB,22500000,44000,1
Samu Castillejo,25,Spain,79,Milan,Left,CAM,21000000,42000,2
D. Machís,27,Venezuela,79,Granada CF,Right,LM,18500000,32000,1
Rui Silva,26,Portugal,79,Granada CF,Right,GK,19000000,23000,1
N. Aké,25,Netherlands,79,Manchester City,Left,CB,22000000,100000,1
Omar Mascarell,27,Spain,79,FC Schalke 04,Right,CDM,18000000,31000,1
M. Dabbur,28,Israel,79,TSG 1899 Hoffenheim,Right,ST,18000000,46000,2
E. Forsberg,28,Sweden,79,RB Leipzig,Right,CAM,17500000,57000,2
Gabriel,26,Brazil,79,SL Benfica,Left,CM,20500000,17000,1
Matheus,27,Brazil,79,SC Braga,Right,GK,17000000,14000,1
R. Fraser,26,Scotland,79,Newcastle United,Right,LM,20500000,47000,1
L. Paredes,26,Argentina,79,Paris Saint-Germain,Right,CM,23000000,78000,2
M. Arnold,26,Germany,79,VfL Wolfsburg,Left,CM,18500000,46000,2
T. Stepanenko,30,Ukraine,79,Shakhtar Donetsk,Left,CDM,14500000,1000,1
L. Milivojević,29,Serbia,79,Crystal Palace,Right,CDM,15000000,59000,1
J. Ward-Prowse,25,England,79,Southampton,Right,CM,24500000,59000,2
W. Orban,27,Hungary,79,RB Leipzig,Right,CB,18500000,50000,2
Mário Rui,29,Portugal,79,Napoli,Left,LB,15500000,63000,2
K. Lala,28,France,79,RC Strasbourg Alsace,Right,RB,16000000,34000,1
Pozuelo,28,Spain,79,Toronto FC,Right,CAM,17500000,12000,1
A. Carrillo,29,Peru,79,Al Hilal,Right,RM,17000000,48000,2
Álvaro,30,Spain,79,Olympique de Marseille,Right,CB,14500000,40000,1
A. Schwolow,28,Germany,79,Hertha BSC,Right,GK,15000000,40000,1
Fernando,28,Brazil,79,Beijing Sinobo Guoan FC,Right,CDM,17000000,24000,1
E. Dier,26,England,79,Tottenham Hotspur,Right,CB,19000000,81000,2
C. Coady,27,England,79,Wolverhampton Wanderers,Right,CDM,18500000,76000,1
S. Sané,29,Senegal,79,FC Schalke 04,Right,CB,14500000,32000,2
J. Veretout,27,France,79,Roma,Right,CM,19000000,24000,1
G. Kondogbia,27,Central African Republic,79,Valencia CF,Left,CM,20000000,40000,2
F. Ghoulam,29,Algeria,79,Napoli,Left,LB,15500000,63000,2
Rafinha,27,Brazil,79,Paris Saint-Germain,Left,CAM,20000000,78000,2
A. Mandi,28,Algeria,79,Real Betis,Right,CB,16500000,27000,1
M. Bizot,29,Netherlands,79,AZ Alkmaar,Right,GK,13500000,12000,2
Vitolo,30,Spain,79,Atlético Madrid,Right,LM,17000000,55000,2
M. Sels,28,Belgium,79,RC Strasbourg Alsace,Right,GK,15000000,28000,1
Ibai Gómez,30,Spain,79,Athletic Club de Bilbao,Right,RW,17000000,31000,1
Lucas Pérez,31,Spain,79,Deportivo Alavés,Left,ST,15000000,32000,2
Danilo,28,Brazil,79,Juventus,Right,RB,16000000,74000,2
João Pedro,28,Brazil,79,Cagliari,Right,CF,18000000,44000,1
L. Muriel,29,Colombia,79,Atalanta,Right,CF,17500000,65000,2
A. Oxlade-Chamberlain,26,England,79,Liverpool,Right,CAM,20500000,89000,2
N. Lodeiro,31,Uruguay,79,Seattle Sounders FC,Left,LM,14500000,12000,2
A. Delort,28,Algeria,79,Montpellier HSC,Right,ST,18000000,43000,2
R. Fernández,32,Paraguay,79,,Right,GK,0,0,1
N. Gudelj,28,Serbia,79,Sevilla FC,Right,CDM,17000000,30000,2
Jaume Costa,32,Spain,79,Villarreal CF,Left,LB,12000000,34000,1
Ai Kesen,30,China PR,79,Guangzhou Evergrande Taobao FC,Right,ST,17000000,32000,2
F. Orellana,34,Chile,79,Real Valladolid CF,Right,RM,8000000,25000,2
N. Otamendi,32,Argentina,79,SL Benfica,Right,CB,11500000,16000,3
Ander Herrera,30,Spain,79,Paris Saint-Germain,Right,CDM,17000000,78000,3
S. El Shaarawy,27,Italy,79,Shanghai Greenland Shenhua FC,Right,LW,18500000,24000,3
Cote,30,Spain,79,SD Eibar,Left,LB,15000000,30000,1
C. Smalling,30,England,79,Roma,Right,CB,14500000,24000,3
B. Mee,30,England,79,Burnley,Left,CB,14500000,56000,1
Iborra,32,Spain,79,Villarreal CF,Right,CDM,11500000,34000,2
F. Caputo,32,Italy,79,Sassuolo,Right,ST,14000000,42000,1
Alex Teixeira,30,Brazil,79,Jiangsu Suning FC,Right,CAM,17000000,29000,3
S. Nzonzi,31,France,79,Stade Rennais FC,Right,CDM,12500000,47000,2
A. Dzyuba,31,Russia,79,,Right,ST,0,0,2
Y. M'Vila,30,France,79,Olympiacos CFP,Right,CDM,14500000,2000,2
S. Ulreich,31,Germany,79,Hamburger SV,Right,GK,9500000,15000,2
C. Stuani,33,Uruguay,79,Girona FC,Right,ST,11000000,16000,1
S. Feghouli,30,Algeria,79,Galatasaray SK,Right,RM,17000000,70000,3
G. Sigurðsson,30,Iceland,79,Everton,Right,CAM,17000000,83000,3
D. Perotti,31,Argentina,79,Fenerbahçe SK,Right,LM,14500000,70000,3
M. Parolo,35,Italy,79,Lazio,Right,CDM,4900000,40000,2
M. Sissoko,30,France,79,Tottenham Hotspur,Right,CDM,14500000,81000,2
N. Amrabat,33,Morocco,79,Al Nassr,Right,RM,11000000,46000,2
Sidnei,30,Brazil,79,Real Betis,Right,CB,14500000,26000,2
V. Ćorluka,34,Croatia,79,Lokomotiv Moscow,Right,CB,5500000,50000,3
S. Coleman,31,Republic of Ireland,79,Everton,Right,RB,12500000,76000,2
O. Giroud,33,France,79,Chelsea,Left,ST,11000000,95000,3
Antunes,33,Portugal,79,Sporting CP,Left,LWB,9000000,16000,2
Éder,33,Italy,79,Jiangsu Suning FC,Right,ST,11000000,29000,3
Juan Mata,32,Spain,79,Manchester United,Left,CAM,14000000,110000,3
Ángel,33,Spain,79,Getafe CF,Right,ST,11000000,36000,1
M. Valbuena,35,France,79,Olympiacos CFP,Right,LM,7000000,1000,3
M. Díaz,33,Chile,79,Racing Club,Right,CDM,8500000,22000,2
N. Guzmán,34,Argentina,79,Tigres U.A.N.L.,Right,GK,3000000,40000,3
K. Gameiro,33,France,79,Valencia CF,Right,ST,11000000,43000,3
D. Ospina,31,Colombia,79,Napoli,Right,GK,9500000,48000,2
Pedro León,33,Spain,79,SD Eibar,Right,RM,11000000,33000,2
D. Valeri,34,Argentina,79,Portland Timbers,Right,CAM,8000000,12000,2
Rafinha,34,Brazil,79,Olympiacos CFP,Right,RB,6500000,2000,2
L. Koscielny,34,France,79,FC Girondins de Bordeaux,Right,CB,5500000,35000,3
B. Foster,37,England,79,Watford,Left,GK,1900000,12000,2
B. Costil,32,France,79,FC Girondins de Bordeaux,Right,GK,8500000,28000,2
J. Mascherano,36,Argentina,79,Estudiantes de La Plata,Right,CDM,3400000,15000,4
G. Ochoa,34,Mexico,79,Club América,Right,GK,3000000,34000,3
Pepe Reina,37,Spain,79,Lazio,Right,GK,1900000,30000,3
Quaresma,36,Portugal,79,Vitória Guimarães,Right,RM,5500000,11000,3
E. Camavinga,17,France,78,Stade Rennais FC,Left,CM,29000000,6000,1
Bruno Guimarães,22,Brazil,78,Olympique Lyonnais,Right,CM,31500000,52000,1
